Region,Sector,GWP100 [kg CO2-eq/unit output]
BG,Textiles waste for treatment: incineration,363336.4451329397
BG,Wood waste for treatment: incineration,746003.3562959621
BG,Oil/hazardous waste for treatment: incineration,521739.92004903295
BG,Food waste for treatment: biogasification and land application,219120.52226734473
BG,Paper waste for treatment: biogasification and land application,331509.5067170592
BG,Sewage sludge for treatment: biogasification and land application,853892.1423549639
BG,Food waste for treatment: composting and land application,500667.1687142346
BG,Paper and wood waste for treatment: composting and land application,635368.4721131872
BG,Food waste for treatment: waste water treatment,522860.12988672405
BG,Other waste for treatment: waste water treatment,536523.7054933809
BG,Food waste for treatment: landfill,396110.3533254564
BG,Paper for treatment: landfill,440946.10228625697
BG,Plastic waste for treatment: landfill,494622.91753270733
BG,Inert/metal/hazardous waste for treatment: landfill,381056.73061831016
BG,Textiles waste for treatment: landfill,421613.90812529525
BG,Wood waste for treatment: landfill,423786.6778368361
BG,Membership organisation services n.e.c. (91),190277.82653692033
BG,"Recreational, cultural and sporting services (92)",136218.9161818136
BG,Other services (93),258781.54814291722
BG,Private households with employed persons (95),0.0
BG,Extra-territorial organizations and bodies,0.0
CY,Paddy rice,117880.45420866665
CY,Wheat,1263419.0530825942
CY,Cereal grains nec,1100992.5012041663
CY,"Vegetables, fruit, nuts",628197.065677731
CY,Oil seeds,39664.990255220175
CY,"Sugar cane, sugar beet",196467.42368058892
CY,Plant-based fibers,0.0
CY,Crops nec,59627.13046027802
CY,Cattle,290069.15089615673
CY,Pigs,868709.2618916614
CY,Poultry,469663.6611574675
CY,Meat animals nec,1279640.4918950386
CY,Animal products nec,917292.5949561183
CY,Raw milk,1893608.225104499
CY,"Wool, silk-worm cocoons",432040.74383651756
CY,Manure (conventional treatment),0.0
CY,Manure (biogas treatment),0.0
CY,"Products of forestry, logging and related services (02)",363828.4571159776
CY,Fish and other fishing products; services incidental of fishing (05),527108.222148534
CY,Anthracite,0.0
CY,Coking Coal,254944.586999604
CY,Other Bituminous Coal,254944.5858732534
CY,Sub-Bituminous Coal,0.0
CY,Patent Fuel,0.0
CY,Lignite/Brown Coal,254944.58587820345
CY,BKB/Peat Briquettes,249137.71647360915
CY,Peat,0.0
CY,"Crude petroleum and services related to crude oil extraction, excluding surveying",254944.62471739884
CY,"Natural gas and services related to natural gas extraction, excluding surveying",254944.58602626482
CY,Natural Gas Liquids,0.0
CY,Other Hydrocarbons,254961.07555357696
CY,Uranium and thorium ores (12),254967.61806002728
CY,Iron ores,254944.5858447131
CY,Copper ores and concentrates,525068.2539525668
CY,Nickel ores and concentrates,12777598840.72883
CY,Aluminium ores and concentrates,12777598697.570446
CY,Precious metal ores and concentrates,254944.5859804544
CY,"Lead, zinc and tin ores and concentrates",254944.58595785417
CY,Other non-ferrous metal ores and concentrates,249139.70283226197
CY,Stone,254944.58587171335
CY,Sand and clay,242994.76675480575
CY,"Chemical and fertilizer minerals, salt and other mining and quarrying products n.e.c.",689894.4729043986
CY,Products of meat cattle,534806.720575637
CY,Products of meat pigs,572211.9202739277
CY,Products of meat poultry,463199.32474930736
CY,Meat products nec,524272.9024302466
CY,products of Vegetable oils and fats,319955.7336005117
CY,Dairy products,1626821.8307900196
CY,Processed rice,943906.7178486174
CY,Sugar,484925.03659754276
CY,Food products nec,714075.9823477024
CY,Beverages,610433.1903487813
CY,Fish products,579230.6740676515
CY,Tobacco products (16),271304.5407016494
CY,Textiles (17),279657.98509420664
CY,Wearing apparel; furs (18),210965.68829073082
CY,Leather and leather products (19),235654.9842349008
CY,Wood and products of wood and cork (except furniture); articles of straw and plaiting materials (20),291191.43562614097
CY,"Wood material for treatment, Re-processing of secondary wood material into new wood material",0.0
CY,Pulp,327417.6864610688
CY,"Secondary paper for treatment, Re-processing of secondary paper into new pulp",0.0
CY,Paper and paper products,280589.37424788636
CY,Printed matter and recorded media (22),288600.1749534211
CY,Coke Oven Coke,988824.2781377829
CY,Gas Coke,0.0
CY,Coal Tar,1084931.1718882623
CY,Motor Gasoline,340188.00796689134
CY,Aviation Gasoline,179122.4672248784
CY,Gasoline Type Jet Fuel,0.0
CY,Kerosene Type Jet Fuel,161931.2853736246
CY,Kerosene,284572.5383500248
CY,Gas/Diesel Oil,647996.0250702328
CY,Heavy Fuel Oil,202296.47094327083
CY,Refinery Gas,388520.065586102
CY,Liquefied Petroleum Gases (LPG),199827.82391132833
CY,Refinery Feedstocks,221141.34361628172
CY,Ethane,161620.15451869732
CY,Naphtha,385682.64271716843
CY,White Spirit & SBP,417429.50486186275
CY,Lubricants,206090.7173513787
CY,Bitumen,388508.67929180997
CY,Paraffin Waxes,570015.3377039101
CY,Petroleum Coke,161616.157540135
CY,Non-specified Petroleum Products,576415.2432570803
CY,Nuclear fuel,1191257.8770117892
CY,"Plastics, basic",645885.6278752356
CY,"Secondary plastic for treatment, Re-processing of secondary plastic into new plastic",0.0
CY,N-fertiliser,181972.85354906617
CY,P- and other fertiliser,537199.3466653847
CY,Chemicals nec,736907.7422492189
CY,Charcoal,345454.5148007046
CY,Additives/Blending Components,182001.2266223244
CY,Biogasoline,181972.85386984836
CY,Biodiesels,727631.9301318753
CY,Other Liquid Biofuels,181972.85441176302
CY,Rubber and plastic products (25),674066.2839522365
CY,Glass and glass products,308998.97976865637
CY,"Secondary glass for treatment, Re-processing of secondary glass into new glass",0.0
CY,Ceramic goods,2720501.30809195
CY,"Bricks, tiles and construction products, in baked clay",2764760.7083929554
CY,"Cement, lime and plaster",1062883.159115608
CY,"Ash for treatment, Re-processing of ash into clinker",0.0
CY,Other non-metallic mineral products,2537703.652932312
CY,Basic iron and steel and of ferro-alloys and first products thereof,301425.4860396043
CY,"Secondary steel for treatment, Re-processing of secondary steel into new steel",0.0
CY,Precious metals,4108678.6540140416
CY,"Secondary preciuos metals for treatment, Re-processing of secondary preciuos metals into new preciuos metals",0.0
CY,Aluminium and aluminium products,487731.3579481559
CY,"Secondary aluminium for treatment, Re-processing of secondary aluminium into new aluminium",0.0
CY,"Lead, zinc and tin and products thereof",199984.32490080709
CY,"Secondary lead for treatment, Re-processing of secondary lead into new lead",0.0
CY,Copper products,323412.5641046785
CY,"Secondary copper for treatment, Re-processing of secondary copper into new copper",0.0
CY,Other non-ferrous metal products,776711.0765475361
CY,"Secondary other non-ferrous metals for treatment, Re-processing of secondary other non-ferrous metals into new other non-ferrous metals",0.0
CY,Foundry work services,307254.4383363763
CY,"Fabricated metal products, except machinery and equipment (28)",311498.7474416045
CY,Machinery and equipment n.e.c. (29),308321.1119466383
CY,Office machinery and computers (30),0.0
CY,Electrical machinery and apparatus n.e.c. (31),246876.00120442218
CY,"Radio, television and communication equipment and apparatus (32)",79987.90461289854
CY,"Medical, precision and optical instruments, watches and clocks (33)",41969.13955930266
CY,"Motor vehicles, trailers and semi-trailers (34)",452729.2882032887
CY,Other transport equipment (35),317946.6806428192
CY,Furniture; other manufactured goods n.e.c. (36),299739.43902466394
CY,Secondary raw materials,184327.22472524643
CY,"Bottles for treatment, Recycling of bottles by direct reuse",0.0
CY,Electricity by coal,0.0
CY,Electricity by gas,0.0
CY,Electricity by nuclear,0.0
CY,Electricity by hydro,0.0
CY,Electricity by wind,615047.1111352645
CY,Electricity by petroleum and other oil derivatives,8320184.094665867
CY,Electricity by biomass and waste,219438.94290496074
CY,Electricity by solar photovoltaic,160810.52114961174
CY,Electricity by solar thermal,0.0
CY,"Electricity by tide, wave, ocean",0.0
CY,Electricity by Geothermal,0.0
CY,Electricity nec,0.0
CY,Transmission services of electricity,830683.9873533552
CY,Distribution and trade services of electricity,180966.11059594402
CY,Coke oven gas,0.0
CY,Blast Furnace Gas,0.0
CY,Oxygen Steel Furnace Gas,0.0
CY,Gas Works Gas,0.0
CY,Biogas,258854.73893247364
CY,Distribution services of gaseous fuels through mains,163615.98629070804
CY,Steam and hot water supply services,0.0
CY,"Collected and purified water, distribution services of water (41)",2421277.799070692
CY,Construction work (45),254944.58583616314
CY,"Secondary construction material for treatment, Re-processing of secondary construction material into aggregates",0.0
CY,"Sale, maintenance, repair of motor vehicles, motor vehicles parts, motorcycles, motor cycles parts and accessoiries",109801.73417870233
CY,Retail trade services of motor fuel,156921.43738552334
CY,"Wholesale trade and commission trade services, except of motor vehicles and motorcycles (51)",476276.0181871581
CY,"Retail  trade services, except of motor vehicles and motorcycles; repair services of personal and household goods (52)",185270.398880014
CY,Hotel and restaurant services (55),68257.6669083429
CY,Railway transportation services,48438.32211871455
CY,Other land transportation services,35876.24837799602
CY,Transportation services via pipelines,416433.4772679797
CY,Sea and coastal water transportation services,8298098.040669509
CY,Inland water transportation services,119858.51980855978
CY,Air transport services (62),729820.1823275228
CY,Supporting and auxiliary transport services; travel agency services (63),363076.8632739391
CY,Post and telecommunication services (64),115879.25962022132
CY,"Financial intermediation services, except insurance and pension funding services (65)",81540.06516102186
CY,"Insurance and pension funding services, except compulsory social security services (66)",164383.57729521478
CY,Services auxiliary to financial intermediation (67),306336.2961735838
CY,Real estate services (70),62573.11201780682
CY,Renting services of machinery and equipment without operator and of personal and household goods (71),196045.30869164882
CY,Computer and related services (72),242893.94570330507
CY,Research and development services (73),231602.24723303213
CY,Other business services (74),105231.63531608289
CY,Public administration and defence services; compulsory social security services (75),68377.23364060663
CY,Education services (80),42582.927747127345
CY,Health and social work services (85),181972.85257189753
CY,Food waste for treatment: incineration,219779.63379089665
CY,Paper waste for treatment: incineration,471105.97367119585
CY,Plastic waste for treatment: incineration,205887.77437430396
CY,Intert/metal waste for treatment: incineration,391843.4891362661
CY,Textiles waste for treatment: incineration,467680.0964532039
CY,Wood waste for treatment: incineration,246237.56352653686
CY,Oil/hazardous waste for treatment: incineration,291225.85185820726
CY,Food waste for treatment: biogasification and land application,487430.04831794807
CY,Paper waste for treatment: biogasification and land application,0.0
CY,Sewage sludge for treatment: biogasification and land application,326183.2463521823
CY,Food waste for treatment: composting and land application,586481.1632851624
CY,Paper and wood waste for treatment: composting and land application,296532.63483773574
CY,Food waste for treatment: waste water treatment,508131.9184903911
CY,Other waste for treatment: waste water treatment,471270.29049205186
CY,Food waste for treatment: landfill,205968.79128375184
CY,Paper for treatment: landfill,183903.82577792607
CY,Plastic waste for treatment: landfill,257744.53954532632
CY,Inert/metal/hazardous waste for treatment: landfill,176621.3164409185
CY,Textiles waste for treatment: landfill,160091.50665447608
CY,Wood waste for treatment: landfill,181809.68427193377
CY,Membership organisation services n.e.c. (91),97411.77522772383
CY,"Recreational, cultural and sporting services (92)",169268.6763131187
CY,Other services (93),170997.79764489646
CY,Private households with employed persons (95),1618.247483098405
CY,Extra-territorial organizations and bodies,0.0
CZ,Paddy rice,251483.49811770016
CZ,Wheat,610255.4630436443
CZ,Cereal grains nec,531351.3393205556
CZ,"Vegetables, fruit, nuts",598569.7433534345
CZ,Oil seeds,646780.3317525339
CZ,"Sugar cane, sugar beet",441770.6573827348
CZ,Plant-based fibers,718056.8726657956
CZ,Crops nec,544126.554614632
CZ,Cattle,388108.42507300887
CZ,Pigs,377999.1169048096
CZ,Poultry,429574.2012318026
CZ,Meat animals nec,274949.6976949629
CZ,Animal products nec,294001.9772339432
